일시,강우량(mm),유입량(㎥/s),최저기온(°C),최고기온(°C),평균 풍속(m/s),평균 상대습도(%),합계 일사량(MJ/m2),호우경보
2011-10-05,0.0,12.35,9.6,21.4,0.8,70.6,15.79,0.0
2011-10-06,0.0,6.09,9.1,21.2,1.6,64.1,16.71,0.0
2011-10-07,0.0,12.36,5.8,20.6,0.8,71.8,16.92,0.0
2011-10-08,0.0,5.11,7.9,21.5,0.7,76.6,14.45,0.0
2011-10-09,0.0,11.26,7.8,19.6,0.5,81.8,10.26,0.0
2011-10-10,0.0,11.22,10.1,20.7,0.6,83.6,9.34,0.0
2011-10-11,0.0,11.22,10.3,21.9,1.0,77.4,13.52,0.0
2011-10-12,0.0,5.03,7.6,16.8,0.5,84.9,7.32,0.0
2011-10-13,0.0,11.22,8.4,21.3,0.8,79.8,13.02,0.0
2011-10-14,3.4,11.46,10.9,15.2,0.7,89.4,3.31,0.0
2011-10-15,12.5,23.75,10.7,16.1,1.0,87.1,4.33,0.0
2011-10-16,1.9,11.28,10.0,19.2,2.3,64.8,9.25,0.0
2011-10-17,0.0,17.56,3.4,16.4,1.7,55.1,17.78,0.0
2011-10-18,0.0,11.42,-0.2,16.5,0.6,64.5,17.16,0.0
2011-10-19,0.0,11.34,1.0,20.3,0.6,67.5,17.2,0.0
2011-10-20,0.0,4.99,4.6,19.9,0.6,75.1,13.92,0.0
2011-10-21,0.0,11.47,7.8,20.6,1.3,71.1,10.9,0.0
2011-10-22,5.4,11.39,10.1,19.9,1.0,72.6,5.66,0.0
2011-10-23,0.1,5.34,8.3,18.9,0.6,83.5,9.1,0.0
2011-10-24,0.2,11.29,8.9,15.3,1.6,77.5,2.08,0.0
2011-10-25,0.0,11.3,1.7,12.7,1.4,55.0,15.62,0.0
2011-10-26,0.0,17.67,-1.2,14.2,0.6,66.9,15.69,0.0
2011-10-27,0.0,5.22,2.2,18.7,0.5,66.4,13.87,0.0
2011-10-28,0.0,5.88,7.6,19.7,0.5,65.4,11.81,0.0
2011-10-29,3.9,10.73,7.9,12.7,0.5,88.6,3.23,0.0
2011-10-30,0.2,11.47,8.3,20.4,0.8,77.8,12.57,0.0
2011-10-31,0.0,11.52,4.9,19.9,0.6,74.0,12.96,0.0
2011-11-01,0.0,5.22,5.0,21.2,0.5,68.3,14.04,0.0
2011-11-02,0.0,11.43,9.2,22.2,0.8,62.5,12.48,0.0
2011-11-03,0.0,11.3,6.0,22.6,0.8,70.0,12.97,0.0
2011-11-04,2.0,5.43,10.5,20.6,0.9,76.5,7.15,0.0
2011-11-05,0.7,17.77,14.7,24.8,1.5,72.0,10.56,0.0
2011-11-06,16.0,16.16,12.5,18.1,1.7,82.4,2.69,0.0
2011-11-07,0.1,29.9,10.9,18.2,0.5,80.8,7.03,0.0
2011-11-08,0.0,17.74,8.2,17.6,1.4,71.6,8.72,0.0
2011-11-09,0.6,23.75,10.0,15.9,1.2,77.9,7.68,0.0
2011-11-10,0.0,11.5,6.0,15.1,0.7,76.4,8.31,0.0
2011-11-11,0.6,17.55,7.8,13.4,0.5,84.8,3.94,0.0
2011-11-12,0.0,11.4,7.9,15.1,1.0,75.3,6.46,0.0
2011-11-13,0.0,11.5,5.8,15.4,1.5,57.3,9.01,0.0
2011-11-14,0.0,5.35,-0.5,11.9,0.9,58.9,12.23,0.0
2011-11-15,0.0,17.93,-2.6,12.6,0.8,62.5,11.94,0.0
2011-11-16,0.0,5.34,0.1,15.1,0.6,72.1,8.56,0.0
2011-11-17,0.0,17.47,5.7,13.2,0.6,78.9,4.26,0.0
2011-11-18,3.1,5.48,7.3,11.3,0.6,91.8,1.84,0.0
2011-11-19,0.5,11.69,4.9,16.1,1.8,69.3,8.95,0.0
2011-11-20,0.1,11.36,-2.4,4.9,2.7,36.4,12.42,0.0
2011-11-21,0.4,5.59,-6.7,6.5,0.9,53.1,12.4,0.0
2011-11-22,0.0,5.38,-2.2,5.4,0.5,61.0,4.13,0.0
2011-11-23,2.8,11.81,-1.9,6.4,2.2,69.6,5.95,0.0
2011-11-24,0.0,5.56,-6.5,3.3,1.9,46.0,11.47,0.0
2011-11-25,0.1,3.27,-7.1,7.1,0.7,68.5,10.73,0.0
2011-11-26,0.0,5.59,-3.3,3.0,0.5,81.0,1.37,0.0
2011-11-27,1.0,11.61,3.1,8.6,0.4,89.1,0.0,0.0
2011-11-28,1.1,7.1,8.5,14.6,0.4,94.4,2.91,0.0
2011-11-29,11.4,26.13,6.7,11.7,1.3,92.0,0.05,0.0
2011-11-30,28.6,49.88,2.0,6.8,2.7,84.1,0.96,0.0
2011-12-01,0.3,31.98,2.6,6.8,2.0,64.9,8.25,0.0
2011-12-02,1.0,19.67,2.2,7.4,1.8,70.0,5.1,0.0
2011-12-03,8.1,31.78,2.5,6.9,1.1,88.4,4.0,0.0
2011-12-04,0.2,25.74,-2.7,6.5,1.3,72.6,9.0,0.0
2011-12-05,0.3,25.67,-5.7,4.8,0.5,68.9,10.77,0.0
2011-12-06,0.7,19.61,-2.0,7.0,0.5,72.5,7.23,0.0
2011-12-07,0.1,13.57,-1.2,5.5,0.5,75.4,4.52,0.0
2011-12-08,7.7,25.84,-2.6,5.0,1.1,80.5,7.44,0.0
2011-12-09,1.9,19.73,-5.3,-0.6,1.1,80.5,3.84,0.0
2011-12-10,0.0,20.1,-9.0,1.3,1.3,67.3,9.67,0.0
2011-12-11,0.0,7.77,-5.5,6.1,1.4,69.3,9.26,0.0
2011-12-12,0.0,13.81,-3.4,7.8,0.9,72.5,8.22,0.0
2011-12-13,0.0,13.85,-6.5,5.4,0.5,71.3,10.59,0.0
2011-12-14,0.0,7.89,-5.9,3.5,0.9,77.8,3.42,0.0
2011-12-15,0.0,13.56,-6.4,1.2,1.8,42.4,10.22,0.0
2011-12-16,0.0,8.0,-9.4,-2.4,2.0,35.1,10.47,0.0
2011-12-17,0.0,9.4,-13.7,-1.8,0.9,56.1,10.98,0.0
2011-12-18,0.0,8.18,-11.1,1.8,0.8,63.3,9.7,0.0
2011-12-19,0.0,14.09,-12.4,2.7,0.6,62.0,10.08,0.0
2011-12-20,0.0,8.26,-10.9,3.0,0.5,68.1,10.46,0.0
2011-12-21,0.1,8.32,-6.2,0.8,0.6,83.5,2.42,0.0
2011-12-22,0.0,8.73,-11.1,-0.2,2.3,39.5,10.24,0.0
2011-12-23,0.0,8.38,-14.9,-0.9,0.7,59.5,10.48,0.0
2011-12-24,0.0,2.43,-9.7,-1.7,1.9,57.3,9.89,0.0
2011-12-25,0.0,8.61,-15.1,-2.5,1.6,51.8,10.46,0.0
2011-12-26,0.0,9.28,-16.3,-1.7,0.8,53.9,10.39,0.0
2011-12-27,0.0,2.79,-14.4,-0.9,0.5,60.9,9.87,0.0
2011-12-28,0.0,2.73,-9.2,-1.7,0.5,82.8,3.59,0.0
2011-12-29,0.0,8.71,-6.8,2.1,0.5,83.4,6.38,0.0
2011-12-30,0.0,2.84,-8.5,-0.2,0.8,86.1,5.62,0.0
2011-12-31,0.0,5.4,-9.3,-3.4,0.6,88.5,2.58,0.0
2012-01-01,0.1,8.94,-9.5,0.7,1.2,76.0,6.26,0.0
2012-01-02,0.0,15.28,-12.5,-2.1,0.7,78.1,6.55,0.0
2012-01-03,0.1,3.91,-10.6,-1.8,1.3,77.0,5.67,0.0
2012-01-04,0.0,3.16,-12.1,-3.6,1.5,64.8,8.37,0.0
2012-01-05,0.0,3.13,-15.0,-1.1,0.8,64.1,10.13,0.0
2012-01-06,0.0,9.08,-11.8,1.9,0.7,61.3,10.49,0.0
2012-01-07,0.0,3.72,-13.0,2.1,0.6,65.6,11.63,0.0
2012-01-08,0.0,3.47,-10.7,-0.9,0.5,70.3,5.5,0.0
2012-01-09,0.0,3.43,-7.8,3.3,0.9,69.0,7.41,0.0
2012-01-10,0.0,3.64,-10.6,2.2,1.0,65.3,8.47,0.0
2012-01-11,0.0,3.67,-12.5,-0.9,1.1,58.1,10.34,0.0
2012-01-12,0.0,5.49,-15.6,-1.3,1.0,71.0,10.0,0.0
2012-01-13,0.0,7.24,-7.9,3.7,1.0,64.1,8.22,0.0
2012-01-14,0.0,4.55,-12.3,3.0,1.1,57.5,11.67,0.0
2012-01-15,0.0,0.27,-9.8,1.5,0.5,66.5,8.81,0.0
2012-01-16,0.0,3.83,-10.4,7.1,0.8,65.1,11.46,0.0
2012-01-17,0.0,8.75,-3.6,7.0,0.5,73.9,6.53,0.0
2012-01-18,0.0,2.84,-6.8,3.9,0.5,80.5,6.48,0.0
2012-01-19,0.7,9.44,-3.2,8.1,2.0,67.8,6.39,0.0
2012-01-20,1.1,2.81,0.4,7.2,1.4,66.0,4.48,0.0
2012-01-21,0.7,5.52,-1.3,4.7,0.6,78.8,5.0,0.0
2012-01-22,0.1,8.62,-9.9,-0.4,1.8,39.5,10.37,0.0
2012-01-23,0.0,3.27,-15.2,-4.2,1.5,40.8,12.45,0.0
2012-01-24,0.0,8.51,-16.5,-2.6,1.2,48.0,12.22,0.0
2012-01-25,0.0,2.87,-13.0,-3.8,2.0,47.1,12.4,0.0
2012-01-26,0.0,2.85,-14.2,0.7,0.8,71.6,7.04,0.0
2012-01-27,0.0,3.11,-11.7,0.4,0.5,88.9,4.42,0.0
2012-01-28,0.0,8.54,-11.9,1.8,0.5,67.0,10.04,0.0
2012-01-29,0.0,2.78,-11.4,2.8,0.9,49.9,11.35,0.0
2012-01-30,0.0,2.87,-15.7,0.9,1.3,44.5,13.83,0.0
2012-01-31,2.8,2.85,-14.3,-2.6,1.1,65.1,6.3,0.0
2012-02-01,0.0,4.93,-19.3,-5.7,2.1,58.1,13.63,0.0
2012-02-02,0.0,4.54,-23.1,-7.1,1.0,59.9,12.89,0.0
2012-02-03,0.0,3.11,-21.5,-4.2,1.5,59.6,13.14,0.0
2012-02-04,0.4,2.89,-13.0,1.5,1.3,61.4,13.65,0.0
2012-02-05,0.0,2.86,-9.4,3.9,0.6,55.8,12.47,0.0
2012-02-06,0.0,2.78,-10.0,5.3,0.5,65.4,10.07,0.0
2012-02-07,0.0,3.62,-12.1,1.0,3.1,41.5,14.39,0.0
2012-02-08,0.0,3.1,-17.8,-3.3,1.9,45.4,14.9,0.0
2012-02-09,0.0,4.73,-13.6,-0.2,1.9,48.1,13.56,0.0
2012-02-10,0.0,0.0,-12.7,1.3,1.4,54.5,12.05,0.0
2012-02-11,0.0,0.71,-14.4,1.6,1.6,49.6,15.55,0.0
2012-02-12,0.0,4.88,-10.3,5.0,0.7,52.1,15.83,0.0
2012-02-13,0.0,3.35,-3.5,8.7,0.7,46.5,12.0,0.0
2012-02-14,0.0,0.93,-4.4,9.7,0.9,58.9,12.6,0.0
2012-02-15,0.0,2.21,-6.4,5.6,0.9,51.4,12.89,0.0
2012-02-16,0.0,3.83,-10.6,3.2,2.0,40.1,14.97,0.0
2012-02-17,0.0,3.5,-12.7,-2.4,2.5,41.5,14.52,0.0
2012-02-18,0.0,4.26,-14.6,-1.8,1.7,46.6,16.17,0.0
2012-02-19,0.0,2.89,-14.9,2.5,1.1,47.6,16.75,0.0
2012-02-20,0.0,0.19,-11.7,5.3,1.4,54.0,14.26,0.0
2012-02-21,0.0,0.02,-7.8,4.7,0.5,70.4,7.03,0.0
2012-02-22,0.0,3.56,-7.4,10.7,0.6,63.1,13.15,0.0
2012-02-23,0.0,3.9,-1.2,9.9,1.5,62.5,13.26,0.0
2012-02-24,0.0,4.37,-3.9,7.9,0.9,67.8,8.13,0.0
2012-02-25,0.2,0.32,-2.1,6.7,1.6,57.5,9.64,0.0
2012-02-26,0.1,5.22,-5.4,5.2,1.1,49.5,13.24,0.0
2012-02-27,0.0,1.3,-10.1,6.4,0.9,41.5,18.18,0.0
2012-02-28,0.0,1.46,-8.7,5.9,0.8,45.5,11.36,0.0
2012-02-29,0.0,5.45,-7.3,12.2,0.8,41.4,17.2,0.0
2012-03-01,0.0,9.95,-1.2,15.9,1.1,35.6,16.39,0.0
2012-03-02,0.7,4.65,2.9,7.5,2.4,62.4,5.62,0.0
2012-03-03,0.0,6.07,-1.1,9.5,2.3,61.5,15.42,0.0
2012-03-04,0.1,17.01,-0.5,9.4,2.4,61.1,10.05,0.0
2012-03-05,3.6,6.01,2.2,6.8,2.2,70.0,3.03,0.0
2012-03-06,5.7,11.41,0.3,4.5,2.1,83.5,6.66,0.0
2012-03-07,0.0,6.31,-1.2,8.3,1.5,62.8,14.28,0.0
2012-03-08,0.0,1.45,-4.2,6.9,1.0,61.6,13.36,0.0
2012-03-09,0.1,2.24,-4.2,7.7,1.7,63.5,11.59,0.0
2012-03-10,0.2,2.57,-0.5,9.6,2.0,58.9,14.72,0.0
2012-03-11,0.0,9.67,-3.8,1.9,3.5,37.9,18.14,0.0
2012-03-12,0.0,7.87,-8.2,3.8,2.0,44.5,21.21,0.0
2012-03-13,0.0,8.1,-8.0,7.4,1.5,48.3,20.5,0.0
2012-03-14,0.1,3.45,-2.0,4.2,1.3,78.9,4.73,0.0
2012-03-15,0.0,13.82,-2.8,10.6,0.9,68.1,17.01,0.0
2012-03-16,1.5,4.08,-1.0,11.9,1.0,63.9,9.24,0.0
2012-03-17,3.7,4.5,5.2,17.9,1.5,72.1,19.35,0.0
2012-03-18,2.4,24.1,0.1,14.5,1.8,73.6,11.55,0.0
2012-03-19,0.0,34.92,-3.7,8.5,1.5,53.4,19.27,0.0
2012-03-20,0.0,15.04,-5.9,9.7,1.5,44.0,22.17,0.0
2012-03-21,0.0,15.4,-5.2,12.0,2.0,39.6,21.5,0.0
2012-03-22,0.0,10.62,1.4,12.3,1.2,43.5,12.45,0.0
2012-03-23,15.0,35.54,0.7,7.3,1.7,82.0,2.24,0.0
2012-03-24,3.3,11.5,0.3,6.2,2.7,61.0,12.21,0.0
2012-03-25,0.0,26.19,-0.7,7.3,2.9,39.0,19.04,0.0
2012-03-26,0.1,6.66,-4.6,10.1,1.9,44.8,23.07,0.0
2012-03-27,0.0,26.42,-3.7,12.6,1.5,56.0,16.51,0.0
2012-03-28,0.0,6.97,0.1,16.3,0.9,63.1,19.6,0.0
2012-03-29,0.0,26.9,-1.1,16.7,1.5,55.0,17.04,0.0
2012-03-30,0.1,37.45,6.5,15.1,2.4,57.3,5.91,0.0
2012-03-31,0.0,80.24,0.6,9.5,2.7,38.4,10.07,0.0
2012-04-01,0.0,51.39,-3.5,11.3,1.5,33.3,11.96,0.0
2012-04-02,15.8,55.97,0.7,11.6,0.6,68.6,4.44,0.0
2012-04-03,37.4,193.23,1.6,7.1,3.2,70.0,4.02,0.0
2012-04-04,0.2,155.92,-1.8,14.8,2.4,62.5,11.33,0.0
2012-04-05,0.0,117.0,-0.7,11.3,2.4,48.0,9.43,0.0
2012-04-06,0.0,85.7,-1.8,10.2,2.6,46.9,10.32,0.0
2012-04-07,0.0,74.02,-3.7,14.3,1.4,39.6,13.31,0.0
2012-04-08,0.0,55.33,-0.1,19.5,2.6,51.1,11.56,0.0
2012-04-09,0.0,85.28,9.0,24.3,1.6,46.0,13.1,0.0
2012-04-10,7.0,110.03,5.8,16.3,0.8,70.9,3.98,0.0
2012-04-11,6.0,148.93,11.0,19.1,1.0,80.6,11.82,0.0
2012-04-12,0.1,139.15,3.1,14.1,2.1,56.9,14.83,0.0
2012-04-13,0.0,109.12,3.4,17.1,1.1,54.5,15.75,0.0
2012-04-14,0.0,90.02,3.5,21.8,1.1,57.4,23.14,0.0
2012-04-15,0.0,85.25,5.6,23.9,1.1,55.3,22.18,0.0
2012-04-16,0.0,75.67,5.7,20.6,1.5,51.6,23.39,0.0
2012-04-17,0.0,60.68,4.5,21.1,1.0,55.3,24.63,0.0
2012-04-18,0.0,51.46,4.8,23.0,0.9,50.9,21.74,0.0
2012-04-19,0.0,49.14,7.4,25.2,1.7,48.6,21.85,0.0
2012-04-20,0.0,44.63,10.6,23.6,2.9,47.0,22.27,0.0
2012-04-21,37.2,63.84,8.8,12.8,2.6,74.9,2.24,0.0
2012-04-22,7.5,216.08,8.9,10.9,2.3,89.0,2.02,0.0
2012-04-23,2.2,193.16,8.9,16.8,1.7,82.0,13.95,0.0
2012-04-24,0.0,146.2,10.2,26.0,0.7,71.1,19.33,0.0
2012-04-25,12.9,128.16,13.1,15.6,0.9,88.5,3.33,0.0
2012-04-26,1.9,123.2,8.4,17.5,3.4,51.6,27.71,0.0
2012-04-27,0.0,104.94,3.6,23.2,1.5,46.5,24.69,0.0
2012-04-28,0.0,90.7,7.7,24.9,1.5,33.8,22.08,0.0
2012-04-29,0.0,75.89,10.0,26.2,0.9,62.8,20.96,0.0
2012-04-30,0.0,58.08,11.1,30.1,1.3,53.0,26.73,0.0
2012-05-01,0.0,58.96,12.6,29.2,1.2,54.4,20.86,0.0
2012-05-02,0.0,44.5,14.9,25.9,2.5,60.3,24.42,0.0
2012-05-03,6.7,45.2,12.6,21.6,2.0,74.0,18.62,0.0
2012-05-04,0.0,39.04,10.0,28.3,1.6,56.3,23.81,0.0
2012-05-05,0.1,35.93,11.5,25.6,2.1,45.4,24.98,0.0
2012-05-06,0.1,38.55,7.8,24.2,2.1,39.5,27.42,0.0
2012-05-07,0.0,20.34,7.2,26.3,1.2,46.0,24.96,0.0
2012-05-08,0.0,29.55,11.5,28.3,0.9,48.5,23.96,0.0
2012-05-09,0.0,24.84,10.9,28.5,1.4,50.1,24.84,0.0
2012-05-10,0.0,15.82,11.3,21.5,3.0,60.8,22.59,0.0
2012-05-11,0.0,25.83,9.9,17.3,1.4,65.3,9.63,0.0
2012-05-12,0.0,16.63,12.9,22.7,1.3,61.4,21.19,0.0
2012-05-13,0.0,21.34,13.3,25.6,1.1,63.5,22.01,0.0
2012-05-14,14.9,21.53,13.6,15.9,0.6,90.1,3.19,0.0
2012-05-15,0.3,26.15,14.4,23.5,1.8,51.1,24.75,0.0
2012-05-16,0.2,20.77,9.6,22.5,1.7,55.4,24.03,0.0
2012-05-17,4.1,17.35,10.2,19.1,1.2,72.0,13.74,0.0
2012-05-18,0.0,21.28,9.9,24.5,1.2,65.1,22.84,0.0
2012-05-19,0.0,16.89,10.0,27.0,1.1,58.5,25.83,0.0
2012-05-20,0.0,12.63,10.9,31.2,1.4,50.0,26.75,0.0
2012-05-21,0.0,12.87,11.9,28.7,1.3,51.3,26.58,0.0
2012-05-22,0.0,13.1,12.5,29.1,1.2,57.0,27.2,0.0
2012-05-23,0.0,8.62,14.4,27.7,1.4,57.3,24.57,0.0
2012-05-24,0.0,13.86,13.3,23.8,1.0,64.9,15.13,0.0
2012-05-25,0.0,8.98,13.7,27.9,1.7,50.6,27.08,0.0
2012-05-26,0.0,9.31,10.5,26.2,1.3,50.5,21.89,0.0
2012-05-27,0.5,13.99,12.5,22.0,1.2,69.9,12.86,0.0
2012-05-28,0.1,9.65,13.3,26.8,1.4,65.9,23.23,0.0
2012-05-29,0.0,1.13,17.6,24.2,1.2,64.4,14.77,0.0
2012-05-30,2.9,14.44,15.6,21.2,0.8,79.0,7.36,0.0
2012-05-31,5.9,6.11,13.5,24.4,1.0,80.3,16.25,0.0
2012-06-01,0.0,16.11,14.9,25.0,1.3,70.0,20.28,0.0
2012-06-02,2.4,14.95,15.6,28.5,1.8,60.5,24.97,0.0
2012-06-03,0.7,6.45,16.3,28.4,1.1,66.1,24.73,0.0
2012-06-04,0.0,6.81,15.6,28.5,1.2,62.5,21.89,0.0
2012-06-05,0.7,6.99,18.2,27.8,1.7,57.8,22.88,0.0
2012-06-06,0.0,7.23,16.9,29.4,1.2,59.1,26.94,0.0
2012-06-07,7.8,7.5,18.0,30.2,1.3,66.9,22.7,0.0
2012-06-08,2.3,7.76,17.8,29.6,1.4,71.9,19.29,0.0
2012-06-09,0.1,12.04,18.3,30.2,1.3,65.9,26.42,0.0
2012-06-10,12.4,21.93,18.9,29.1,1.3,73.0,21.65,0.0
2012-06-11,6.5,12.66,19.9,27.0,1.2,71.1,16.18,0.0
2012-06-12,0.6,13.48,16.1,27.7,2.1,73.8,20.89,0.0
2012-06-13,0.0,9.16,15.2,28.3,2.1,65.5,26.08,0.0
2012-06-14,0.0,8.97,15.8,29.0,2.2,63.3,25.22,0.0
2012-06-15,0.0,5.21,17.4,26.0,1.9,63.3,16.26,0.0
2012-06-16,0.0,6.84,17.0,29.4,1.7,60.8,25.86,0.0
2012-06-17,0.0,6.96,18.4,30.1,1.4,58.8,24.19,0.0
2012-06-18,0.0,6.05,17.8,31.1,1.2,56.4,25.36,0.0
2012-06-19,0.0,2.24,19.2,30.4,1.9,58.3,26.01,0.0
2012-06-20,0.0,6.55,17.0,30.9,1.3,56.5,26.68,0.0
2012-06-21,0.0,2.34,18.4,33.1,1.5,56.1,27.39,0.0
2012-06-22,0.1,2.59,20.2,28.3,1.2,68.1,12.59,0.0
2012-06-23,0.7,6.98,19.8,32.4,1.0,63.5,22.59,0.0
2012-06-24,0.0,2.91,20.7,32.1,2.0,60.8,19.32,0.0
2012-06-25,0.0,0.0,18.3,29.9,2.5,58.8,26.35,0.0
2012-06-26,0.5,2.93,18.0,25.8,2.2,58.8,23.31,0.0
2012-06-27,0.0,3.42,15.3,29.1,2.6,59.5,27.67,0.0
2012-06-28,0.0,3.4,17.3,29.9,1.5,58.5,22.47,0.0
2012-06-29,0.4,3.53,21.4,32.2,1.2,61.1,21.05,0.0
2012-06-30,59.9,62.63,20.3,25.3,1.6,86.0,5.52,0.0
2012-07-01,0.1,97.52,20.6,28.3,1.7,75.9,23.6,0.0
2012-07-02,0.0,38.4,19.2,29.2,1.1,69.6,21.51,0.0
2012-07-03,0.1,22.25,19.8,29.1,1.3,73.6,20.69,0.0
2012-07-04,1.2,18.47,22.1,29.2,1.6,73.1,17.49,0.0
2012-07-05,3.2,22.18,21.4,26.5,1.0,84.0,8.3,0.0
2012-07-06,66.4,184.4,19.2,23.6,1.3,88.4,5.53,0.0
2012-07-07,0.1,238.71,17.9,30.3,0.8,71.1,25.7,0.0
2012-07-08,0.0,119.59,19.3,32.8,1.2,69.6,27.79,0.0
2012-07-09,2.6,67.46,21.7,32.3,0.8,74.3,21.58,0.0
2012-07-10,0.0,56.7,22.2,29.3,1.2,69.6,13.82,0.0
2012-07-11,11.5,47.17,20.9,27.6,0.9,86.9,7.3,0.0
2012-07-12,0.0,51.21,22.0,27.2,1.2,76.9,12.59,0.0
2012-07-13,28.3,112.24,21.6,28.9,1.3,83.0,16.54,0.0
2012-07-14,13.2,245.03,19.8,24.3,1.6,82.5,6.26,0.0
2012-07-15,56.8,629.37,18.7,20.5,2.0,91.4,4.01,0.0
2012-07-16,1.1,548.75,18.7,24.9,1.1,87.0,11.24,0.0
2012-07-17,0.0,257.48,20.6,29.5,0.7,82.1,14.81,0.0
2012-07-18,0.5,151.95,22.5,28.9,1.4,81.9,11.47,0.0
2012-07-19,42.6,412.17,22.9,26.1,2.1,82.8,6.07,0.0
2012-07-20,0.3,396.47,23.1,28.9,1.6,76.1,17.67,0.0
2012-07-21,0.0,218.83,22.0,32.3,1.1,72.9,24.98,0.0
2012-07-22,3.3,153.77,22.1,25.6,1.0,85.9,7.07,0.0
2012-07-23,2.5,111.75,23.2,29.3,0.8,86.9,7.99,0.0
2012-07-24,0.1,93.07,24.7,31.9,1.2,77.0,20.41,0.0
2012-07-25,0.0,74.08,22.7,32.6,1.0,78.6,24.69,0.0
2012-07-26,0.0,55.06,22.3,32.8,1.2,75.8,24.43,0.0
2012-07-27,0.0,50.41,21.8,32.5,1.4,74.6,24.1,0.0
2012-07-28,0.0,45.17,21.7,31.3,1.1,80.8,18.96,0.0
2012-07-29,0.1,45.14,23.6,32.7,1.1,80.6,16.06,0.0
2012-07-30,2.2,26.04,23.9,30.6,1.2,76.5,16.16,0.0
2012-07-31,0.0,36.01,25.6,32.2,1.1,77.1,19.62,0.0
2012-08-01,0.0,26.52,24.0,35.0,1.7,69.3,23.01,0.0
2012-08-02,0.0,26.76,23.4,33.7,2.3,67.3,24.26,0.0
2012-08-03,0.0,22.1,23.5,35.2,1.9,68.1,24.96,0.0
2012-08-04,0.0,17.7,23.7,35.6,1.3,69.8,27.48,0.0
2012-08-05,0.0,17.29,24.1,36.8,1.2,71.4,26.92,0.0
2012-08-06,0.0,17.08,24.3,36.2,1.9,66.0,26.36,0.0
2012-08-07,0.0,12.8,23.1,33.7,2.1,62.3,27.03,0.0
2012-08-08,0.0,12.76,20.5,34.2,1.3,67.5,26.77,0.0
2012-08-09,0.0,12.8,22.8,34.3,1.1,72.8,20.94,0.0
2012-08-10,0.0,12.85,23.4,30.2,0.9,79.5,9.54,0.0
2012-08-11,0.0,12.83,22.0,32.5,1.0,76.1,20.42,0.0
2012-08-12,26.7,27.19,22.6,28.5,1.0,89.6,8.0,0.0
2012-08-13,2.2,27.27,21.8,30.9,1.4,80.1,21.48,0.0
2012-08-14,0.7,27.41,19.4,30.8,1.4,73.6,20.33,0.0
2012-08-15,82.2,178.13,22.6,26.3,1.7,92.3,0.45,0.0
2012-08-16,0.2,356.05,21.5,28.4,0.8,83.4,12.51,0.0
2012-08-17,2.2,132.65,22.4,31.8,1.0,83.1,18.87,0.0
2012-08-18,0.3,89.49,24.3,28.1,0.5,91.8,6.9,0.0
2012-08-19,7.7,75.13,25.3,30.8,1.5,83.3,11.61,0.0
2012-08-20,35.6,128.41,24.0,26.4,1.0,94.0,4.13,0.0
2012-08-21,33.1,742.51,23.0,29.3,1.0,88.0,11.85,0.0
2012-08-22,31.3,630.03,20.9,25.1,1.0,87.8,7.91,0.0
2012-08-23,3.1,471.71,18.9,24.8,1.6,79.5,7.59,0.0
2012-08-24,0.0,267.06,18.4,24.4,1.4,81.3,8.72,0.0
2012-08-25,1.4,167.84,20.4,27.5,0.9,91.9,9.76,0.0
2012-08-26,0.5,131.05,23.1,31.2,0.8,85.4,13.87,0.0
2012-08-27,0.1,99.09,21.6,32.1,1.9,73.0,21.08,0.0
2012-08-28,14.7,120.67,22.7,30.3,4.1,70.4,2.69,0.0
2012-08-29,5.1,164.14,22.3,29.4,3.0,75.0,13.96,0.0
2012-08-30,49.9,251.19,18.2,23.6,1.4,95.4,1.97,0.0
2012-08-31,1.9,572.47,17.5,28.5,0.9,82.5,19.19,0.0
2012-09-01,0.4,287.9,18.6,27.7,0.9,84.6,17.75,0.0
2012-09-02,0.2,176.11,18.7,29.3,1.0,79.8,20.64,0.0
2012-09-03,0.2,125.62,19.6,30.5,0.9,81.5,20.23,0.0
2012-09-04,15.1,114.45,21.0,24.0,0.8,93.0,5.97,0.0
2012-09-05,15.5,171.71,15.5,26.6,1.4,77.8,20.8,0.0
2012-09-06,0.0,149.14,12.4,26.3,0.9,80.0,22.15,0.0
2012-09-07,0.0,114.79,15.8,26.1,1.1,77.6,15.98,0.0
2012-09-08,25.7,158.23,16.9,22.3,1.9,77.3,6.93,0.0
2012-09-09,0.0,152.17,15.2,25.4,0.8,82.1,17.85,0.0
2012-09-10,0.0,117.95,16.3,26.3,1.1,78.8,17.44,0.0
2012-09-11,0.0,106.35,13.8,26.3,1.1,78.4,20.1,0.0
2012-09-12,0.0,77.46,16.0,23.1,0.7,87.9,8.08,0.0
2012-09-13,2.7,73.28,18.6,20.1,0.6,97.6,2.5,0.0
2012-09-14,4.2,66.25,17.3,22.5,0.7,85.6,10.4,0.0
2012-09-15,0.4,60.04,15.8,24.8,1.5,76.9,15.18,0.0
2012-09-16,12.4,60.45,14.9,21.0,1.7,82.3,4.51,0.0
2012-09-17,57.0,443.21,15.6,18.9,3.0,90.6,0.81,0.0
2012-09-18,0.9,628.17,16.4,24.8,1.3,79.4,15.46,0.0
2012-09-19,0.1,272.72,14.2,23.8,0.9,85.0,13.19,0.0
2012-09-20,0.0,163.41,12.5,24.6,0.9,81.9,18.57,0.0
2012-09-21,2.5,122.39,14.5,24.4,0.8,86.3,13.45,0.0
