지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
101,2017-01-11,-4.1,-11.5,750,1.5,1427,,,,,,,9.5,230,1506,4.4,270,1515,1.9,1643,-16,25,1153,41.6,1.8,1014.8,1028.3,819,1021.8,2400,1024.7,9.7,8.2,1200,1.8,10.22,,,,,,,,-1.7,-16.1,0,.1,1.2,2.1,3.2,6.5,9.5,14.5,16.8,1.4,2,0,
101,2017-01-12,-2.1,-7.3,816,2.9,1529,,,,,,0,10.8,250,1408,5.7,250,1414,2.4,2085,-13.7,20,1703,47.4,2.3,1007.5,1021.9,1,1014.1,1548,1017.2,9.8,8.2,1200,1.79,10.49,,,,,,,,-1.3,-13.4,0,0,.9,1.8,3,6.6,9.4,14.5,16.8,1.8,2.6,,
101,2017-01-13,-4.8,-7.8,2358,-.3,1454,,,,,,.2,12.5,270,1302,6.9,270,1311,2.2,1934,-15.8,25,1306,43.1,1.9,1006.7,1020.4,2349,1013,1429,1016.5,9.8,5.4,1200,1.86,8.58,,,,,,,,-2.1,-14.2,-.3,-.3,.7,1.6,2.8,6.5,9.4,14.4,16.8,1.2,1.7,.2,
101,2017-01-14,-9,-13.5,754,-3.8,1513,,,,,,,9.5,340,1136,5.1,320,1410,1.9,1624,-19,22,1227,47.9,1.4,1014.6,1028.2,2346,1020.4,1,1024.7,9.8,8.3,1200,1.9,10.85,,,,,,,,-3.6,-19.2,-.8,-.8,.4,1.3,2.5,6.3,9.2,14.3,16.7,1.1,1.6,,
101,2017-01-15,-8.9,-15.6,802,-.1,1635,,,,,,,3.3,230,1125,1.9,70,1254,.8,675,-16.6,24,1609,57.3,1.7,1018.3,1031.1,926,1025.8,1604,1028.4,9.8,8.4,1200,1.87,11.19,,,,,,,,-4.3,-21.1,-1.6,-1.5,.1,1,2.2,6.2,9.1,14.2,16.7,.9,1.3,,
101,2017-01-16,-6.6,-13.8,757,3.4,1553,,,,,,,2.5,200,1455,1.5,20,254,.7,570,-13,24,1630,63.4,2.3,1020.2,1032.3,2311,1027.7,1,1030.3,9.9,8.4,1100,1.95,11.24,,,,,,,,-3.9,-20.1,-1.8,-1.7,-.1,.8,2,6.1,9,14.1,16.6,1,1.4,,
101,2017-01-17,-4.7,-11.8,738,4.7,1521,,,,,,,4.7,160,1536,2.6,200,1625,.7,634,-11.9,23,1622,61.9,2.5,1022.2,1034,829,1029.9,1709,1032.1,9.9,8.3,1100,1.84,10.51,,,,,,,,-3.4,-18.4,-1.7,-1.7,-.2,.6,1.9,6,9,14.1,16.6,1.1,1.6,,
101,2017-01-18,-3.2,-8.7,755,3.6,1526,,,,,,,5.6,180,1536,3.2,230,1625,.8,663,-7.7,54,1248,72.3,3.5,1020.8,1032.9,233,1028.2,1448,1030.7,9.9,2.1,1000,.96,6.07,,,,,,,,-2,-14.6,-1.2,-1.3,-.2,.6,1.8,5.9,9,14.1,16.7,.6,.9,,
101,2017-01-19,-2.4,-7.7,631,4.5,1601,,,,,,,3.8,270,1157,1.9,250,1204,.7,613,-6.3,40,1558,76.9,3.8,1014.2,1030.1,25,1018.3,2400,1024,9.9,5.3,1300,1.53,7.22,,,,,,,,-1.5,-14.8,-1,-1,-.2,.6,1.8,5.8,9,14.1,16.7,.7,1,.3,
101,2017-01-20,-2.5,-6.1,2400,.8,1523,,,,,,.5,6.7,200,1628,3.7,230,1644,1.4,1232,-7.2,50,1803,71.4,3.6,1011.3,1028.5,2353,1014.9,459,1021.1,10,3,1200,1.38,5.24,,,,,,,,-1.2,-12,-.6,-.7,-.2,.5,1.8,5.8,8.9,14,16.7,.6,.9,.2,
101,2017-01-21,-5.7,-12.1,734,-.3,1518,,,,,,.1,5.2,250,1551,2.9,160,2004,1.2,1078,-8.8,56,1529,79.5,3.2,1016.8,1031.7,846,1021.2,2357,1026.7,10,6.2,1400,1.17,7.23,,,,,,,,-2.7,-18,-1.3,-1.3,-.2,.5,1.6,5.6,8.7,13.8,16.6,.8,1.1,.8,
101,2017-01-22,-7.1,-11.6,839,-3,123,,,,,,.7,9.3,270,503,5,250,1431,2.5,2190,-16.2,35,1554,49.4,1.8,1016.4,1029.1,2348,1021.1,6,1026.4,10,8.6,1200,1.9,11.02,,,,,,,,-1.9,-18.2,-1,-1.1,-.2,.4,1.5,5.5,8.6,13.8,16.5,1,1.4,,
101,2017-01-23,-10,-15.9,743,-2.6,1548,,,,,,,5.7,230,1651,3,230,1645,1.2,1048,-16.4,31,1542,63.5,1.7,1021.1,1033.1,2336,1029,2,1031.2,10,8.6,1100,1.88,11.05,,,,,,,,-4.4,-21.4,-2.1,-2.2,-.5,.3,1.4,5.3,8.5,13.7,16.4,.9,1.2,,
101,2017-01-24,-9,-15.9,741,-.3,1602,,,,,,,5.2,180,1728,2.7,180,1730,1.1,928,-15.4,24,1309,64.9,1.9,1024.5,1036.2,914,1032.8,1523,1034.6,10.1,8.6,1200,2.05,11.42,,,,,,,,-4.6,-21.8,-2.4,-2.5,-.8,.1,1.3,5.3,8.4,13.6,16.4,1,1.4,,
101,2017-01-25,-7.7,-15,750,1.3,1547,,,,,,,4.4,140,1659,2.7,160,1713,1,834,-14.4,25,1632,63.6,2,1024.9,1037.8,854,1032.3,1614,1035,10.1,8.5,1200,2.1,11.11,,,,,,,,-4.3,-21.4,-2.4,-2.5,-1,0,1.1,5.2,8.3,13.5,16.4,1,1.5,,
101,2017-01-26,-4.2,-13.6,745,2.2,1814,,,,,,.1,6.9,160,1917,3.6,180,2314,1.4,1210,-10.3,40,1428,64.9,2.9,1017.8,1034.4,1,1018.5,2309,1027.7,10.1,4.9,1300,1.44,7.72,,,,,,,,-3,-19.5,-2,-2.1,-1.1,-.1,1.1,5.1,8.3,13.5,16.4,1,1.4,5.8,
101,2017-01-27,-1.6,-8.7,2345,2.9,350,,,,,,5.7,8.3,160,118,4.2,250,636,2.4,2098,-8.7,33,1451,62.1,3.4,1016.3,1031,2400,1016.7,112,1026.1,10.2,8.5,1200,1.92,11.36,,,,,,,,-.2,-14.4,-.5,-.7,-.4,0,1.3,5.2,8.3,13.6,16.5,1.2,1.8,,
101,2017-01-28,-5,-12.5,736,2.6,1540,,,,,,,3.8,290,914,2.2,340,228,.7,644,-10.3,23,1509,69.5,2.9,1018.3,1032.3,144,1024.4,2358,1028.2,10.2,7.3,1200,1.86,10.5,,,,,,,,-1.8,-16.3,-1.2,-1.3,-.5,0,1.1,5,8.1,13.4,16.3,.9,1.3,,
101,2017-01-29,-.2,-2.2,1,1,1545,,,,,,7.5,5.1,340,1016,3.5,340,1057,.6,522,-2.1,68,920,88.4,5.3,1009.8,1024.6,2,1016.3,2139,1019.5,10.2,0,1200,.42,2.15,,,,,,,,-.3,-2.8,-.4,-.5,-.3,.1,1.3,5.1,8.2,13.5,16.5,.4,.5,7.6,
101,2017-01-30,-2.3,-6.7,2358,.7,156,,,,,,.1,6.5,250,602,3.6,230,609,1.9,1640,-6.6,57,1604,73,3.8,1014.3,1030.9,2355,1015.9,229,1024.1,10.3,1.5,1100,.4,2.04,,,,,,,,-.2,-4.1,-.3,-.4,-.3,.1,1.2,5,8.1,13.4,16.4,.4,.6,,
101,2017-01-31,-7.5,-12.8,706,.5,1555,,,,,,,3.2,160,1519,1.7,360,915,.9,738,-11.3,36,1552,76.5,2.6,1019.4,1032.4,949,1026.6,1610,1029.5,10.3,7.7,1300,2.76,12.66,,,,,,,,-.8,-7.8,-.6,-.7,-.2,.1,1.1,4.8,7.9,13.2,16.2,1,1.4,,
101,2017-02-01,-6,-12.3,749,2.4,1513,,,,,,,6.8,230,1426,3.8,250,1636,1.3,1117,-12.8,26,1528,65.4,2.3,1018.3,1031.2,2333,1025.7,1421,1028.3,10.3,9,1200,2.57,11.82,,,,,,,,-1.5,-8.6,-1.1,-1.2,-.3,.1,1,4.8,7.8,13.1,16.2,1.4,2,,
101,2017-02-02,-5.8,-14.4,733,4.2,1612,,,,,,,6.8,180,1628,3.5,230,1735,1.2,1046,-12.1,28,1303,65.8,2.5,1020.1,1033.9,905,1026.8,1610,1030.1,10.3,9.1,1100,2.15,13.21,,,,,,,,-2.1,-11.7,-1.6,-1.6,-.5,0,1,4.7,7.7,13.1,16.2,1.3,1.8,,
101,2017-02-03,-2.5,-9.3,744,6.3,1600,,,,,,,5.5,200,1614,3.1,230,1635,1,846,-6.5,41,1559,76.5,3.8,1017.5,1030.4,844,1024.5,1556,1027.3,10.4,8.8,1100,1.97,11.73,,,,,,,,-1.4,-9.8,-1.1,-1.1,-.5,0,1.1,4.7,7.7,13.1,16.2,1.1,1.6,,
101,2017-02-04,-2.1,-7.5,649,1.4,1514,,,,,,,3.3,290,1134,2.2,290,1138,.6,523,-4.3,67,1408,85.6,4.5,1012.4,1026.1,1,1017.8,2346,1022.2,10.4,1.1,1000,1.07,3.98,,,,,,,,-1.1,-11.2,-.6,-.7,-.3,.1,1.1,4.7,7.7,13.1,16.2,.4,.6,0,
101,2017-02-05,1.3,-.6,613,3,1226,,,,,,.1,8.2,250,2202,4.9,250,2202,.9,800,-2,54,2307,79.5,5.4,1003.7,1017.8,1,1010.5,1610,1013.3,10.5,0,1000,.62,3.34,,,,,,,,-.3,-3.9,-.3,-.3,-.2,.1,1.2,4.7,7.7,13.1,16.3,.6,.9,.1,
101,2017-02-06,-1.4,-5.8,757,4,1603,,,,,,,6.3,200,148,3.6,230,145,1.3,1138,-8.2,36,1609,62.6,3.3,1011.8,1026.1,2224,1014.6,1,1021.5,10.5,9,1200,1.98,11.96,,,,,,,,-.8,-10.7,-.4,-.3,-.2,.1,1.1,4.6,7.6,13,16.2,1.2,1.8,,
101,2017-02-07,-3.5,-8.9,651,2.4,1629,,,,,,,3.6,340,803,2,90,1119,.8,648,-8.1,44,1601,71.9,3.4,1016.1,1029,843,1023.7,1647,1026,10.5,2.4,1200,1.41,7.43,,,,,,,,-1.4,-13.6,-.9,-.9,-.3,.1,1.1,4.6,7.5,12.9,16.2,.7,1,,
101,2017-02-08,-2.1,-7.5,729,2.8,1523,,,,,,,4.9,200,1838,2.7,200,1648,1.1,993,-8,41,1845,66.9,3.3,1009.2,1023.8,1,1015.6,2356,1019,10.6,2.4,1200,1.19,7.15,,,,,,,,-1.3,-12.1,-.9,-.9,-.3,.1,1.1,4.5,7.4,12.9,16.1,.8,1.2,,
101,2017-02-09,-4.6,-9.6,758,-.3,1505,,,,,,,8.5,200,1252,4.9,230,1543,2.1,1785,-12.2,34,1400,58,2.4,1004.9,1016.1,2232,1012.4,1446,1014.7,10.6,8.6,1100,1.89,11.75,,,,,,,,-2,-14.7,-1.2,-1.2,-.3,0,1.1,4.4,7.4,12.8,16,1.3,1.8,,
101,2017-02-10,-6.3,-11.6,735,-1.2,1534,,,,,,,7.8,180,1423,4.3,250,1840,2,1760,-15.3,32,1353,50.3,1.9,1007.5,1020.4,2349,1015.3,1555,1017.3,10.6,8.7,1200,2.17,12.88,,,,,,,,-2.9,-16.7,-1.8,-1.8,-.6,0,1,4.4,7.3,12.7,16,1.3,1.9,,
101,2017-02-11,-6.3,-13.6,729,1,1554,,,,,,,8.1,250,1648,4.2,230,1654,1.3,1166,-13.6,32,1448,59.8,2.2,1014,1027.1,2349,1020.4,1,1024,10.7,9.3,1200,2.14,13.87,,,,,,,,-3,-18.6,-2,-2.1,-.8,-.1,.9,4.4,7.2,12.6,16,1.3,1.9,,
101,2017-02-12,-4,-11.5,731,5.1,1558,,,,,,,6.4,230,1506,3.9,230,1520,1.1,981,-10.9,27,1549,63.4,2.7,1018.6,1030,824,1026.5,1453,1028.5,10.7,9.5,1200,2.16,14.19,,,,,,,,-2.3,-17.2,-1.8,-1.8,-.8,-.1,.9,4.3,7.2,12.6,16,1.5,2.1,,
101,2017-02-13,-2.5,-10,711,5.9,1538,,,,,,,7.4,270,1614,4,250,1614,1.1,987,-8.1,31,1449,68.3,3.4,1020.7,1033.3,910,1028.5,1535,1030.6,10.7,9.2,1100,2.16,12.57,,,,,,,,-1.6,-15.7,-1.5,-1.5,-.7,-.2,.9,4.3,7.2,12.6,16,1.3,1.8,,
101,2017-02-14,-1.4,-8.5,747,7.3,1534,,,,,,,5.7,200,1541,3.1,230,1547,1,848,-9.3,23,1537,62.4,3.1,1022.7,1034.5,848,1030.4,1,1032.5,10.8,9.5,1100,2.29,13.99,,,,,,,,-.8,-14.9,-1.2,-1.2,-.6,-.1,.9,4.3,7.1,12.5,16,1.7,2.4,,
101,2017-02-15,-.2,-8.2,750,8.4,1505,,,,,,,6,180,1659,3.1,200,1701,1.1,953,-8.1,27,1448,59.9,3.4,1020.4,1033.6,107,1026.5,2347,1030.1,10.8,8.7,1200,2.02,12.33,,,,,,,,-.5,-13.4,-1,-1,-.5,-.1,.9,4.3,7.1,12.5,15.9,1.5,2.1,,
101,2017-02-16,3.5,-6.4,722,11.6,1507,,,,,,0,5.7,230,1415,3,230,1419,.9,814,-2.2,34,1203,70.4,5.5,1010.4,1026.7,4,1014.3,2344,1019.9,10.9,5.4,1000,1.66,9.95,,,,,,,,.7,-11.8,-.6,-.6,-.3,0,.9,4.2,7.1,12.5,15.9,1.3,1.8,4.2,
101,2017-02-17,4.7,-1.6,2356,8.8,314,,,,,,4.2,8.2,230,1103,4.7,230,1143,2.5,2192,-4.8,25,1501,54.4,4.9,1009.8,1024.4,2347,1012.7,244,1019.3,10.9,9,1200,2.37,14.96,,,,,,,,1.9,-4.7,-.1,-.1,-.2,.1,1.1,4.3,7.1,12.5,16,2.3,3.4,,
101,2017-02-18,-1.5,-7.9,720,4.5,1438,,,,,,,9.8,290,1708,5.8,270,1707,1.9,1662,-11.4,22,1427,50.4,2.6,1015.2,1026.8,858,1022.8,1444,1025,10.9,9.4,1200,2.34,14.73,,,,,,,,.3,-11.6,-.2,-.2,-.2,0,1,4.2,7,12.4,15.9,1.8,2.6,,
101,2017-02-19,-.7,-6.5,632,4.3,1503,,,,,,3.7,6.3,200,1616,3.5,200,1227,1.1,909,-4,42,1502,81.3,4.8,1007,1025.3,119,1007.7,2351,1016.7,11,1,1200,1.78,6.27,,,,,,,,-.2,-10.1,-.2,-.2,-.2,.1,1,4.2,6.9,12.3,15.9,.8,1.1,5,
101,2017-02-20,0,-4.5,2358,2.4,1338,,,,,,1.3,9.9,340,1509,6.5,340,1436,2.2,1924,-6.7,38,1251,63.6,4,1006.6,1028.9,2400,1006.4,248,1016.2,11,9.4,1200,2.3,14.58,,,,,,,,1,-10.2,-.1,-.2,-.1,.1,1,4.2,7,12.3,15.9,1.6,2.3,,
101,2017-02-21,-1.5,-8.3,547,6.8,1641,,,,,,,3.6,360,739,2.3,360,742,1,881,-9.2,25,1612,60.8,3.1,1020.1,1034.2,920,1025.8,2349,1030,11,9.8,1200,2.4,15.82,,,,,,,,.3,-12.5,-.1,-.2,-.1,.1,1,4.1,6.8,12.2,15.8,1.7,2.4,,
101,2017-02-22,.7,-1.6,36,1.9,1250,,,,,,3.7,3.4,160,832,2,340,923,.7,632,-1.7,58,1052,85,5.5,1007.2,1026,1,1010.6,2045,1016.8,11.1,0,1200,.6,3.02,,,,,,,,-.1,-4.2,-.1,-.2,-.1,.1,1,4.1,6.9,12.2,15.8,.5,.7,3.7,
101,2017-02-23,.5,-3.8,2357,4.2,1622,,,,,,,8.6,200,1243,4.8,230,1252,2,1722,-6.3,35,1625,62.1,3.9,1008,1022.8,2323,1010.7,1,1017.6,11.1,6.4,1200,2.68,12.49,,,,,,,,1,-9.5,-.1,-.2,-.1,.1,1,4.1,6.8,12.2,15.8,1.5,2.2,,
101,2017-02-24,-1,-8.3,716,5.3,1409,,,,,,,9.1,250,1420,5.1,250,1421,1.7,1438,-8.2,20,1357,63,3.4,1014.1,1026,806,1021.6,1411,1023.8,11.2,9.6,1200,2.48,16.73,,,,,,,,.7,-12.8,-.1,-.2,-.1,.1,1,4,6.7,12.2,15.7,2,2.8,,
101,2017-02-25,1.3,-5.5,723,7.7,1558,,,,,,,8.5,200,1418,5.2,230,1424,1.7,1446,-5.7,31,1850,65.3,4,1012.1,1024.3,754,1018.5,1616,1021.7,11.2,9,1200,2.35,14.45,,,,,,,,1.1,-10.7,-.1,-.2,-.1,.1,.9,4,6.7,12.1,15.7,1.8,2.6,,
101,2017-02-26,1.7,-4.7,729,10.1,1608,,,,,,,4.6,200,1339,2.7,230,1355,.9,810,-5.7,29,1333,63.4,4,1015.1,1027.5,2354,1022.1,2,1024.7,11.2,10,1200,2.46,16.4,,,,,,,,1.7,-10,0,-.1,-.1,.1,1,3.9,6.7,12.1,15.7,2,2.9,,
101,2017-02-27,1.9,-5.4,711,11.3,1532,,,,,,,4.8,180,1610,2.5,200,1641,1,872,-7,22,1521,57.9,3.7,1017.7,1029.9,806,1024.6,1612,1027.3,11.3,10,1200,2.44,16.83,,,,,,,,1.6,-10.2,0,-.1,-.1,.1,1,3.9,6.7,12,15.7,2.2,3.2,,
101,2017-02-28,3,-5.1,719,12.3,1505,,,,,,,5.9,200,1657,3.5,230,1705,1,897,-5.5,20,1515,59,4.1,1015.3,1028.4,546,1021.5,1748,1024.9,11.3,9.4,1300,2.26,15.32,,,,,,,,1.7,-10,0,-.1,-.1,.2,1,3.9,6.6,12,15.7,2.1,3,,
101,2017-03-01,4,-.4,532,9.3,1531,,,,,,.7,6.8,200,1741,3.6,290,1830,.9,800,-1.5,37,1735,70.3,5.5,1007.4,1022.7,1,1012.5,2350,1016.9,11.4,.1,1300,1.06,5.82,,,,,,,,1.7,-5.1,0,0,-.1,.2,1,3.9,6.6,12,15.6,.9,1.3,1.1,
101,2017-03-02,3.2,-.9,2359,7,1548,,,,,,.4,8,230,1534,4.4,230,1534,1.7,1448,-.8,48,1652,77.5,5.9,1005.2,1019.9,2342,1010.9,404,1014.7,11.4,3.2,1000,1.84,9.37,,,,,,,,1.9,-7.2,0,0,-.1,.2,1,3.9,6.5,11.9,15.6,1.3,1.9,,
101,2017-03-03,2,-5.6,633,9.9,1641,,,,,,,7.1,200,1514,3.9,200,1519,1.3,1109,-4.1,38,1631,67.6,4.6,1010.8,1023.4,841,1017.4,1651,1020.4,11.4,10,1200,2.39,16.26,,,,,,,,1.8,-11,0,0,-.1,.2,1,3.8,6.5,11.9,15.6,1.9,2.8,,
101,2017-03-04,3.6,-3.8,639,12.8,1600,,,,,,,4.9,250,1624,2.5,230,1629,.9,756,-3,26,1516,69.1,4.9,1009.7,1021.9,834,1016.6,1652,1019.2,11.5,9.3,1200,2.47,16.19,,,,,,,,2.6,-9.4,.2,.2,0,.2,1.2,3.9,6.5,11.8,15.6,2.1,3,,
101,2017-03-05,4.5,-3.2,707,12.1,1459,,,,,,0,6.8,230,1656,3.9,230,1926,1.5,1289,-1.2,32,1404,70.4,5.7,1006.4,1019.9,806,1012.2,1612,1015.8,11.5,7,1300,2.14,12.16,,,,,,,,3.2,-8.9,.4,.5,0,.2,1.7,4,6.5,11.8,15.5,1.9,2.7,0,
101,2017-03-06,1.9,-1.3,2350,5.8,1,,,,,,0,9.5,340,1526,5.3,340,1526,2.5,2165,-10.6,21,1405,41.3,2.8,1005.7,1017.3,2152,1012.6,45,1015.2,11.6,10.5,1200,2.66,17.48,,,,,,,,2.5,-7,.7,.7,0,.3,2.3,4.1,6.5,11.8,15.5,2.8,4,,
101,2017-03-07,0,-3.3,658,4.3,1513,,,,,,,8.3,250,426,4.7,250,738,2.9,2474,-14.6,19,1326,33.6,2,1005.8,1016.9,829,1013.1,1627,1015.4,11.6,10.7,1200,2.71,18.61,,,,,,,,1.8,-8.5,.3,.2,0,.3,2.8,4.3,6.5,11.8,15.5,2.6,3.8,,
101,2017-03-08,.1,-7.4,652,5.5,1344,,,,,,,9.7,250,1535,5.5,250,1517,2.2,1887,-9.1,28,1258,51.8,3.2,1004.3,1016.8,126,1011.6,1456,1013.9,11.6,7.4,1100,2.51,13.94,,,,,,,,1.4,-12.5,.1,0,0,.4,2.8,4.5,6.5,11.7,15.5,1.8,2.6,,
101,2017-03-09,3.1,-5,657,10,1503,,,,,,0,12.2,250,1631,5.9,250,1632,2.5,2159,-7.2,27,2126,49.5,3.6,1002.5,1015,838,1007.5,1521,1012,11.7,7.6,1100,2.23,13.4,,,,,,,,2.5,-10.7,1,.7,0,.5,2.8,4.6,6.6,11.7,15.5,2.2,3.1,0,
101,2017-03-10,3.7,-5.4,611,12.4,1508,,,,,,,7.9,290,1619,4.6,270,1621,1.3,1160,-7.9,18,1503,48.5,3.4,1009.3,1022.2,2356,1014.5,1,1018.8,11.7,10.7,1200,2.65,18.45,,,,,,,,3.6,-11.7,1.9,1.5,.9,1.1,3.1,4.8,6.6,11.7,15.5,3,4.2,,
101,2017-03-11,5.3,-4.1,628,16.4,1623,,,,,,,6.3,270,1729,3,230,1737,1,826,-6.4,17,1617,49,3.8,1013.7,1026.1,851,1020.1,1607,1023.2,11.8,10.3,1200,2.65,17.66,,,,,,,,4.4,-10.9,3.1,2.8,2.4,2.3,3.4,4.8,6.6,11.6,15.5,2.7,3.8,,
101,2017-03-12,7,.5,715,13.5,1553,,,,,,0,7.5,230,1650,4.1,230,1658,1.3,1104,-.7,34,1748,59.8,5.9,1011.3,1023.7,32,1017.7,1712,1020.7,11.8,1.9,1300,1.67,8.12,,,,,,,,5.7,-4.4,4.2,4.1,3.5,3.4,3.9,4.9,6.7,11.6,15.4,1.5,2.2,0,
